,Tweet Awal,Tweet Bersih
3804,USER antek antek umak nya ?? biar apa gituh kikituan teh',pengguna antek antek umak nya biar apa begitu begituan teh
3805,"USER Dan bibirmu masih bilang negara dijual ke asing?\n\nSegera ambil wudhu dik, nanti bisa gila.'",pengguna dan bibirmu masih bilang negara dijual ke asing dan segera ambil wudhu dik nanti bisa gila
3806,"Muhammad Fahmi kok di friend list antum ada orang goblok &amp; fanatik buta?\nTydack barokah ya akhi, klo ana nemu orang kayak gitu auto removed \xf0\x9f\x90\x97'",muhammad fahmi kok di friend list kalian ada orang goblok amp fanatik buta tidak barakat ya saudara kalau saya menemukan orang kayak begitu auto removed xf x f x x
3807,USER Skip aja ya bikin mata gua makin sipit',pengguna skip saja ya bikin mata gue makin sipit
3808,USER Jam segini waktunya banci mangkal taukk',pengguna jam segini waktunya banci mangkal tau
3809,edan gini mainnya USER \npengaruh lord atep dimainkan ? melendot gini \xf0\x9f\x99\x84',edan begini mainnya pengguna pengaruh lord atep dimainkan melendot begini xf x f x x
3810,Indonesia Skrang lg menterjemahkan KEINGINAN CINA???,indonesia sekarang lagi menerjemahkan keinginan cina
3811,"USER lagi nyari tuyul unn, unnie lagi apa?'",pengguna lagi mencari tuyul ujian nasional unie lagi apa
3812,USER POTONG ONTA SEPULUH CUKUP TYDACK',pengguna potong onta sepuluh cukup tidak
3813,"edan sih markli, ku jadi senyum2 sendiri ngeliatin hp'",edan sih markli ku jadi senyum sendiri melihat handphone
3814,"Tetangga kiri rumah meninggal, malam ini kebaktian. Teras rumah dipake, pasang tenda jg di depan. Yang pasang tenda jg pak haji mushola. Yg \xe2\x80\x9cribet\xe2\x80\x9d malah tetangga sebelah kanan, eh itu kan kristen \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf",tetanga kiri rumah meningal malam ini kebaktian teras rumah dipakai pasang tenda juga di depan yang pasang tenda juga pak haji musala yang xe x x cribet xe x x di malah tetanga sebelah kanan eh itu kan kristen xf x f x x xf x f x x xf
3815,USER USER Golongan muda yg tak merasa zaman rejim mahathir lebih 15 tahun dahulu',pengguna pengguna golongan muda yang tak merasa zaman rejim mahathir lebih tahun dahulu
3816,Modal cocot doang juga bisa saya mas',modal cocot doang juga bisa saya mas
3817,"USER Prabowo yang memaksakan diri, sama pendukung ultrasnya. DIkirain opsi presiden cuma prabowo doang kali",pengguna prabowo yang memaksakan diri sama pendukung pendukung fanatiknya dikiranya opsi presiden cuma prabowo doang kali
3818,/rlt/ saran dong. aku dpt tugas dr dosen ttg toleransi beragama dalam pilkada menurut kitab suci. bantuin guys?:(...,rlt saran dong aku dapat tugas dari dosen tg toleransi beragama dalam pilihan kepala daerah menurut kitab suci bantu guys
3819,ini emot apaan kunyuk URL,ini emot apaan kunyuk uniform resource locator
3820,"Mau dikatain anjing ya?:"" URL",mau diejek anjing ya uniform resource locator
3821,"Demi saksi bisu diantara kita dulu, aku tak pernah mau menjadikannya abu.'",demi saksi bisu diantara kita dulu aku tak pernah mau menjadikanya abu
3822,USER baru baca sarap kali',pengguna baru baca sarap kali
3823,USER typingnya ganteng ga banci. jago dikit dong',pengguna ketikannya ganteng tidak banci jago sedikit dong
3824,USER Kakya slow udik nya kelak. Tunggu hau hahahahaa',pengguna kakya slow udik nya kelak tunggu hau haha
3825,URL &lt,uniform resource locator lt
3826,jika USER tidak bisa membangun kabinet yang mampu meningkatkan daya beli maka LENGSERKAN USER,jika pengguna tidak bisa membangun kabinet yang mampu meningkatkan daya beli maka lengserkan pengguna
3827,Keren ini wakil Gubernur yg Pro difabel colek,keren ini wakil gubernur yang pro difabel colek
3828,"USER USER USER Baca deh QS Al Maidah ; 48....Al Qur'an adalah kitab suci trakhir dr smua kitab2 suci yg prnh Allah trunkn..yg mna Al Qur'an mnjdi kiblat semua kitab2 suci sblumnya...jdi scara logika, RG sdh menistakan agama Islam.",pengguna pengguna pengguna baca deh qs al almaidah al qur an adalah kitab suci terakhir dari semua kitab suci yang pernah alah turunkan yang mana al qur an menjadi kiblat semua kitab suci sebelumnya jadi secara logika rg sudah menistakan agama islam
3829,"Alhamdulillah,semenjak pak jokowi jadi presiden,sudah banyak jln tol yg dibangun,contohnya jln tol trans Kalimantan dan jln tol di Sulawesi Tengah.Jln tol dikedua daerah ini pintu gerbangnya sengaja dibuat sama bahwa itu hasil karya jokowi, tapi kok mirip",alhamdulillah semenjak pak jokowi jadi presiden sudah banyak jalan tol yang dibangun contohnya jalan tol trans kalimantan dan jalan tol di sulawesi tengah jalan tol di kedua daerah ini pintu gerbangnya sengaja dibuat sama bahwa itu hasil karya jokowi tapi kok mirip
3830,"USER Berantem lagi nih? Apalah gue yang multifandom, tapi benci sama fans yang terlalu membangga-banggakan idolnya lol. Bahkan gua juga benci sama beberapa carat yang notabenenya selalu pamer, ""eh ini loh seventeen blablabla."" eek kucink.\n\nSo, kalo emang dimute ya",pengguna bertengkar lagi nih apalah gue yang multi fandom tapi benci sama fan yang terlalu membanga bangakan idolanya wkwk bahkan gue juga benci sama beberapa carat yang notabenenya selalu pamer eh ini lah seventen bla bla bla ek kucing dan north sumatera offshore kalau memang disenyapkan ya
3831,"Ketua Umum PAN USER, menyatakan dirinya siap maju sebagai Calon Presiden Republik Indonesia pada Pilpres 2019.;",ketua umum kapan pengguna menyatakan dirinya siap maju sebagai calon presiden republik indonesia pada pemilihan presiden
3832,"USER Knapa ga sekalian aja, ada Islam Nusantara, Kristen Katolik Nusantara, Kristen Protestan Nusantara, Hindu Nusantara, Budha Nusantara dan agama lain di Indonesia ada Nusantara nya, jadi kan NKRI banget gt loh...'",pengguna kenapa tidak sekalian saja ada islam nusantara kristen katolik nusantara kristen protestan nusantara hindu nusantara buddha nusantara dan agama lain di indonesia ada nusantara nya jadi kan negara kesatuan republik indonesia banget begitu lah
3833,Tadi I confused gila bila instructor tibe2 bbual in chinese to me aku step mne nya phm uh cing cong ling long ding dong',tadi i confused gila bila instruktur tibe bual in cina to me aku step mne nya phm uh cing cong ling long ding dong
3834,USER USER USER Protestan dr Amerika? Katolik dr Roma? Begitukah?? Ada yg bs jawab? Krn setau saya tdk seperti itu...',pengguna pengguna pengguna protestan dari amerika katolik dari roma begitukah ada yang bisa jawab karena sepengetahuan saya tidak seperti itu
3835,"USER USER Betul yang Nggak suka Agama dalam politik itu nggak salah Suka Makan Babi, Minum minuman keras dan memilih pemimpin Nasrani dan Yahudi jadi pemimpin. Dan Sp3 Keluar karena Tidak terbukti zina nya, yang ditinggal zina 7 Tahun terbukti",pengguna pengguna betul yang tidak suka agama dalam politik itu tidak salah suka makan babi minum minuman keras dan memilih pemimpin nasrani dan yahudi jadi pemimpin dan sp keluar karena tidak terbukti zina nya yang ditingal zina tahun terbukti
3836,"Yg paling mirisnya, mereka tuh cowo bertiga anj anj anj anj anj! COWO LOH! Sanggup ya mulutnya ngerumpi terus gbisa diam kaya congor bebek. Sampe film nya habis anjiiirr! Kesal ke ubun ubun dah ketahan dlm hati karena pasti ga enak jg ikutan emosi apalag",yang paling mirisnya mereka itu cowok bertiga anjing anjing anjing anjing anjing cowok lah sanggup ya mulutnya merumpi terus enggak bisa diam kayak congor bebek sampai film nya habis anjir kesal ke ubun ubun sudah ketahan dalam hati karena pasti tidak enak juga ikutan emosi apalah
3837,USER USER Amit amit.. Udah doer burik kriput diposting.. Anjing juga ogah ngliatnya jijik',pengguna pengguna amit amit sudah dower burik keriput diposting anjing juga ogah melihatnya jijik
3838,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna
3839,USER USER ini masih cacad bgt ngeditnya loh\xf0\x9f\x98\xad tapi makaih yaaa huhuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a',pengguna pengguna ini masih cacat banget mengeditnya lah xf x f x xad tapi terima kasih ya huhu xf x f x xad xf x f x xad xf x f x x xf x f x x xf x f x x a xf x f x x a
3840,USER tiada rotan akarpun jadi. Tiada pergantian presiden pergantian capres pun jadi.,pengguna tiada rotan akarpun jadi tiada pergantian presiden pergantian calon presiden pun jadi
3841,bom djia',bom djia
3842,USER USER Bwahahahhahha.....antek asing...lo pikir lo bisa kaya dengan memisahkan diri dr Indonesia....jd antek pengeruk bumi iya...lo mah palibg dianggap jongos\nDasar mental penjilat lo pada!',pengguna pengguna bwahahahaha antek asing kamu pikir kamu bisa kayak dengan memisahkan diri dari indonesia jadi antek pengeruk bumi iya kamu adalah paling diangap jongos dasar mental penjilat kamu pada
3843,"Status Dukung ""Gerakan Matikan Lilin untuk Ahok"" Gubernur Sebut Akun Facebook Di-""hack"" URL",status dukung gerakan matikan lilin untuk ahok gubernur sebut akun facebok di hack uniform resource locator
3844,RT USER Satu persatu antek orba muncul kepermukaan. Pedih memang gk bisa lagi korupsi berjemaah spt jaman suharto dan sby.,rt pengguna satu persatu antek orde baru muncul kepermukan pedih memang tidak bisa lagi korupsi berjemah surat pemberitahuan tahunan jaman soeharto dan susilo bambang yudhoyono
3845,"USER Kedua alis terangkat, samar. Ia tampak asing atas bahasa yang kau gunakan. \n\n""... Okay?"" Ia membalas, berganti dengan bahasa inggris; yang dikata merupakan bahasa universal.'",pengguna kedua alis terangkat samar ia tampak asing atas bahasa yang kamu gunakan dan dan ok ia membalas berganti dengan bahasa inggris yang dikata merupakan bahasa universal
3846,"USER Chinese pasrahan, becek, suka teriak, doyan ngewe, sering jg dpt yg squirt...'",pengguna cina pasrahan becek suka teriak suka ngewe sering juga dapat yang squirt
3847,Aku akan kembali ke regim diet ala ala komunis aku.',aku akan kembali ke regim diet ala ala komunis aku
3848,USER Lebih tidak percaya lagi kpd keislaman presiden fiksi,pengguna lebih tidak percaya lagi kepada keislaman presiden fiksi
3849,"USER USER USER Banteng lebih ngeri lagi bung,sarangnya komunis'",pengguna pengguna pengguna banteng lebih ngeri lagi bung sarangnya komunis
3850,"USER USER USER USER USER USER USER Bagi sembako dan bagi sertifikat aja sudah diambil alih sama pak joko, masa dikasih kerjaan yang lebih penting malah mau lempar lg ke Gubernur",pengguna pengguna pengguna pengguna pengguna pengguna pengguna bagi sembako dan bagi sertifikat saja sudah diambil alih sama pak joko masa dikasih kerjan yang lebih penting malah mau lempar lagi ke gubernur
3851,USER Akhirnya kena bacot lg :((',pengguna akhirnya kena bacot lagi
3852,Usir cina dri nkri Wni keturunan cina diskrening dulu,usir cina dari negara kesatuan republik indonesia warga negara indonesia keturunan cina diskrining dulu
3853,"USER Banyakin bersyukur aja. Syukuran ga dikasih cacat yg terlalu..\nAku insecure tapi hasilnya minder malah liat yg lebih cantik, kok kamu malah kesel \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85'",pengguna perbanyak bersyukur saja syukuran tidak dikasih cacat yang terlalu aku insecure tapi hasilnya minder malah lihat yang lebih cantik kok kamu malah kesal xf x f x x xf x f x x xf x f x x
3854,"Makin tua makin tidak berjiwa.\nMiskin kata miskin kalimat, sampai2 melukai perasaan para alim.\nMenarilah diatas puisimu yg dibisikkan oleh iblis laktatullah yg sdh melekat pd jiwamu.\nJika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab ALLAH.SWT'",makin tua makin tidak berjiwa miskin kata miskin kalimat sampai melukai perasan para alim menarilah di atas puisimu yang dibisikan oleh iblis laktatulah yang sudah melekat pada jiwamu jika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab alah subhanahu wa taala
3855,"USER Kristen nusantara? wohh malah bisa disebut kristen provinsi HKBP, GBKP, GKPS contoh dari sumut. GKJ, GKP dari jawa. masih banyak lagi malah haha. pake doa bahasa masing masing. sama unsur budaya masing masing bisa di masukkan haha'",pengguna kristen nusantara wah malah bisa disebut kristen provinsi huria kristen batak protestan gereja batak karo protestan gereja kristen protestan simalungun contoh dari sumatra utara gereja kristen jawa gereja kristen protestan dari jawa masih banyak lagi malah haha pakai doa bahasa masing masing sama unsur budaya masing masing bisa di masukan haha
3856,#CNNIndonesia,cnindonesia
3857,"Berita lokal untuk yang tinggal di margonda dan sekitarnya.\n\nDitemukan tas mencurigakan di barel, diduga berisi bom. Jalan ditutup.\n\nKomentar temen gue, ""ngapain ngebom barel. Isinya juga anak kosan yang makan mie instan semua.""\n\nFyi, doi kesel soa",berita lokal untuk yang tinggal di margonda dan sekitarnya dan ditemukan tas mencurigakan di barel diduga berisi bom jalan ditutup dan komentar teman gue apa mengebom barel isinya juga anak indekos yang makan mie instan semua dan for your information dia kesal soa
3858,USER yeuh mentalita sunda sib...g club g pendukung kunyuk kabeh...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL,pengguna jijik mentalitas sunda sip tidak club tidak pendukung kunyuk semua xf x f x x xf x f x x xf x f x x uniform resource locator
3859,USER USER myanmar kafir budha teroris,pengguna pengguna myanmar kafir buddha teroris
3860,USER apa? vin? gimana gimana? mata gue budek gabisa baca',pengguna apa vin bagaimana bagaimana mata gue budek tidak bisa baca
3861,RT USER: USER ganyang PKI,rt pengguna pengguna ganyang partai komunis indonesia
3862,"Ini Media milik Cina itu ya. Usir aja, Biang Perpecahan!",ini media milik cina itu ya usir saja biang perpecahan
3863,3. Ya. Aku seorang katolik sejak kecil. Tidak ada alasannya. Mungkin karena orangtua.',ya aku seorang katolik sejak kecil tidak ada alasanya mungkin karena orang tua
3864,Video Mujahidin Menyerang Pasukan Teroris Budha di Myanmar URL,video mujahidin menyerang pasukan teroris buddha di myanmar uniform resource locator
3865,"USER USER USER Kristen woles aja prof.. Dri timur sampe barat namanya beda2, menyesuaikan tiap daerah termasuk tata cara beribadah nya.. Tetapi masalah keyakinan semua sama.. Kristen nusantara.. \xf0\x9f\x98\x8a'",pengguna pengguna pengguna kristen santai saja prof dari timur sampai barat namanya beda menyesuaikan tiap daerah termasuk tata cara beribadah nya tetapi masalah keyakinan semua sama kristen nusantara xf x f x x a
3866,Jadi penasaran proses dia menulis. Teknik dia menulis itu seperti apa. Kenapa dia bisa begitu mudahnya bikin narasi-deskripsi yang bajingan. Metode dia riset itu yang bagaimana. Duh weslah pokoknya.',jadi penasaran proses dia menulis teknik dia menulis itu seperti apa kenapa dia bisa begitu mudahnya bikin narasi deskripsi yang bajingan metode dia riset itu yang bagaimana aduh sudahlah pokoknya
3867,Bodoh dasar noob lah ramos ni. Jijik',bodoh dasar nob lah ramos nih jijik
3868,"sekarang kalian lihat sendiri, bagaimana rezim ini ingin menjual semua aset bangsa. lengserkan jokowi Garuda Bangkrut",sekarang kalian lihat sendiri bagaimana rezim ini ingin menjual semua aset bangsa lengserkan jokowi garuda bangkrut
3869,USER USER Bagaimana dengan Hadits yang mengatakan bahwasanya Rasulullah pernah membeli sebagian Makanan dari orang Yahudi dengan cara Hutang (ditunda) dan menggadaikan Perisai nya.',pengguna pengguna bagaimana dengan hadis yang mengatakan bahwasanya rasululah pernah membeli sebagian makanan dari orang yahudi dengan cara hutang ditunda dan mengadaikan perisai nya
3870,USER mari diborong diborong dihabiskan...,pengguna mari diborong diborong dihabiskan
3871,"USER Kalo dari ktp kita tahu ada mayat agamanya kepercayaan :; 1. Jgn diurusin, biarin yg se-kepercayaan yg urus.; 2. Kalo agamanya jelas beri penghormatan; 3. Biar diurus negara krn negara punya catatan kepercayaan di indonesia, mgk ratusan ribu �???�???�???;",pengguna kalau dari kartu tanda penduduk kita tahu ada mayat agamanya kepercayan jangan diurus biarkan yang se kepercayan yang urus kalau agamanya jelas beri penghormatan biar diurus negara karena negara punya catatan kepercayan di indonesia mungkin ratusan ribu
3872,"Kalo wanita2 Jawa sdh mau membuang tradisi sanggul dan kebaya, ntar malah yg melestarikannya adalah wanita2 tionghoa dari Singapura dan Malaysia. Pakaian kebaya disono pakaian yg dianggap penting dan anggun.",kalau wanita jawa sudah mau membuang tradisi sangul dan kebaya nanti malah yang melestarikanya adalah wanita tionghoa dari singapura dan malaysia pakaian kebaya di sana pakaian yang diangap penting dan angun
